order_id,customer_id,order_date,product_id,product_category,order_value,payment_method,delivery_type,delivery_delay_days,number_of_items,is_multi_size_order,customer_order_count,customer_previous_return_count,customer_previous_cancel_count,customer_historical_return_rate,customer_avg_order_value,order_value_deviation,product_historical_return_rate,category_historical_return_rate,discount_percent,is_first_time_customer,target_returned
ORD-10015,CUST-5318,2025-09-01,PROD-APP-146,Apparel,2420.0,Credit Card,Standard,0,2,1,0,0,0,0.335,2431.66,-0.0048,0.326,0.3,50.0,1,0
ORD-10016,CUST-4446,2025-09-02,PROD-APP-607,Apparel,7200.0,COD,Standard,0,2,0,0,0,0,0.0517,2327.41,2.0936,0.3604,0.3,0.0,1,1
ORD-10017,CUST-7064,2025-09-04,PROD-FOO-977,Footwear,4540.0,COD,Standard,0,2,1,0,0,0,0.1871,3038.63,0.4941,0.2417,0.26,30.0,1,0
ORD-10018,CUST-3591,2025-09-03,PROD-ELE-821,Electronics,2190.0,Debit Card,Standard,0,1,0,0,0,0,0.0845,1937.7,0.1302,0.2538,0.16,10.0,1,0
ORD-10019,CUST-1047,2025-09-01,PROD-APP-785,Apparel,770.0,COD,Standard,2,3,0,0,0,0,0.2616,2272.66,-0.6612,0.2206,0.3,15.0,1,0
ORD-10020,CUST-1282,2025-09-01,PROD-FOO-995,Footwear,450.0,Debit Card,Standard,0,2,1,0,0,0,0.1734,1052.37,-0.5724,0.2247,0.26,15.0,1,0
ORD-10021,CUST-2546,2025-09-01,PROD-APP-223,Apparel,630.0,COD,Express,0,1,0,0,0,0,0.0458,1120.03,-0.4375,0.285,0.3,20.0,1,0
ORD-10022,CUST-4518,2025-09-01,PROD-FOO-556,Footwear,3400.0,Netbanking,Express,0,3,0,0,0,0,0.0654,2600.82,0.3073,0.2237,0.26,40.0,1,0
ORD-10023,CUST-1390,2025-09-04,PROD-PER-357,Personal Care,490.0,Netbanking,Express,0,1,0,0,0,0,0.2972,1683.54,-0.7089,0.0947,0.07,10.0,1,0
ORD-10024,CUST-6514,2025-09-02,PROD-APP-712,Apparel,2250.0,UPI,Standard,0,2,1,0,0,0,0.0737,2354.76,-0.0445,0.2852,0.3,0.0,1,0
ORD-10025,CUST-3160,2025-09-04,PROD-ELE-274,Electronics,6600.0,UPI,Standard,0,1,0,0,0,0,0.4001,3344.66,0.9733,0.1745,0.16,40.0,1,0
ORD-10026,CUST-1817,2025-09-01,PROD-PER-419,Personal Care,1970.0,Netbanking,Same Day,0,1,0,0,0,0,0.2377,3013.03,-0.3462,0.1512,0.07,30.0,1,0
ORD-10027,CUST-5214,2025-09-01,PROD-APP-855,Apparel,1190.0,COD,Standard,0,1,0,0,0,0,0.0782,1691.32,-0.2964,0.3176,0.3,10.0,1,1
ORD-10028,CUST-4797,2025-09-02,PROD-APP-170,Apparel,2310.0,Netbanking,Standard,0,1,0,0,0,0,0.1481,1882.79,0.2269,0.2943,0.3,20.0,1,0
ORD-10029,CUST-2261,2025-09-01,PROD-JEW-938,Jewelry,3750.0,Credit Card,Standard,2,1,0,0,0,0,0.0721,2214.84,0.6931,0.1304,0.1,20.0,1,0
ORD-10030,CUST-4948,2025-09-02,PROD-FOO-421,Footwear,1970.0,Credit Card,Standard,0,1,0,0,0,0,0.2688,1670.44,0.1793,0.2749,0.26,10.0,1,0
ORD-10031,CUST-4112,2025-09-04,PROD-APP-884,Apparel,3540.0,UPI,Standard,4,3,0,0,0,0,0.1308,1972.68,0.7945,0.2982,0.3,30.0,1,0
ORD-10032,CUST-4048,2025-09-03,PROD-ELE-991,Electronics,3790.0,Credit Card,Standard,0,1,0,0,0,0,0.1578,4813.98,-0.2127,0.1507,0.16,0.0,1,0
ORD-10033,CUST-5421,2025-09-01,PROD-APP-943,Apparel,1390.0,UPI,Standard,0,2,0,0,0,0,0.3502,1061.91,0.309,0.3028,0.3,10.0,1,1
ORD-10034,CUST-1216,2025-09-04,PROD-FUR-457,Furniture & Home,1650.0,Credit Card,Standard,0,1,0,0,0,0,0.0598,1543.39,0.0691,0.0926,0.12,10.0,1,0
ORD-10035,CUST-6304,2025-09-04,PROD-APP-696,Apparel,2220.0,COD,Standard,0,2,1,0,0,0,0.0863,2829.55,-0.2154,0.2798,0.3,40.0,1,1
ORD-10036,CUST-3385,2025-09-01,PROD-FUR-298,Furniture & Home,1290.0,COD,Express,0,1,0,0,0,0,0.175,2794.02,-0.5383,0.087,0.12,30.0,1,0
ORD-10037,CUST-3115,2025-09-01,PROD-FUR-658,Furniture & Home,4120.0,UPI,Standard,0,1,0,0,0,0,0.1156,3487.38,0.1814,0.1014,0.12,15.0,1,0
ORD-10038,CUST-1538,2025-09-04,PROD-JEW-581,Jewelry,560.0,COD,Standard,0,1,0,0,0,0,0.2969,1026.54,-0.4545,0.0567,0.1,40.0,1,0
ORD-10039,CUST-6126,2025-09-01,PROD-FUR-360,Furniture & Home,1290.0,Debit Card,Standard,0,2,0,0,0,0,0.2284,1545.97,-0.1656,0.0332,0.12,10.0,1,0
ORD-10040,CUST-6565,2025-09-01,PROD-ELE-160,Electronics,12040.0,Debit Card,Express,0,1,0,0,0,0,0.1339,6385.46,0.8855,0.177,0.16,0.0,1,0
ORD-10041,CUST-1852,2025-09-02,PROD-FOO-169,Footwear,2590.0,COD,Express,0,2,0,0,0,0,0.14,1330.94,0.946,0.225,0.26,20.0,1,0
ORD-10042,CUST-5921,2025-09-04,PROD-PER-768,Personal Care,4640.0,UPI,Standard,0,1,0,0,0,0,0.3495,4766.77,-0.0266,0.0952,0.07,0.0,1,0
ORD-10043,CUST-6999,2025-09-01,PROD-APP-528,Apparel,890.0,Debit Card,Same Day,0,1,0,0,0,0,0.3412,1267.1,-0.2976,0.2935,0.3,10.0,1,1
ORD-10044,CUST-2039,2025-09-01,PROD-JEW-887,Jewelry,12410.0,Netbanking,Same Day,0,1,0,0,0,0,0.2208,8588.74,0.4449,0.1535,0.1,20.0,1,0
ORD-10045,CUST-1676,2025-09-05,PROD-PER-319,Personal Care,3190.0,Credit Card,Express,0,1,0,0,0,0,0.0738,2895.29,0.1018,0.0911,0.07,15.0,1,0
ORD-10046,CUST-2576,2025-09-01,PROD-JEW-150,Jewelry,1550.0,COD,Standard,0,1,0,0,0,0,0.2491,2242.16,-0.3087,0.0749,0.1,10.0,1,0
ORD-10047,CUST-1888,2025-09-04,PROD-ELE-613,Electronics,1540.0,Debit Card,Standard,0,1,0,0,0,0,0.0916,2484.44,-0.3801,0.1257,0.16,50.0,1,0
ORD-10048,CUST-7401,2025-09-01,PROD-APP-911,Apparel,1120.0,COD,Same Day,0,1,0,0,0,0,0.2573,2280.84,-0.509,0.3582,0.3,15.0,1,0
ORD-10049,CUST-5714,2025-09-01,PROD-FOO-478,Footwear,1620.0,COD,Express,0,1,0,0,0,0,0.2359,1593.2,0.0168,0.2288,0.26,30.0,1,0
ORD-10050,CUST-2532,2025-09-05,PROD-FOO-920,Footwear,21020.0,COD,Express,0,3,0,0,0,0,0.3297,7282.6,1.8863,0.2963,0.26,0.0,1,1
ORD-10051,CUST-3577,2025-09-01,PROD-ELE-216,Electronics,4460.0,COD,Same Day,0,1,0,0,0,0,0.0982,4907.01,-0.0911,0.1316,0.16,0.0,1,0
ORD-10052,CUST-3103,2025-09-05,PROD-APP-160,Apparel,4360.0,Credit Card,Standard,0,2,0,0,0,0,0.1674,2569.57,0.6968,0.3091,0.3,10.0,1,0
ORD-10053,CUST-3344,2025-09-05,PROD-APP-143,Apparel,2360.0,Debit Card,Standard,0,2,1,0,0,0,0.0582,1158.67,1.0368,0.2612,0.3,15.0,1,0
ORD-10054,CUST-1351,2025-09-01,PROD-APP-122,Apparel,1510.0,Debit Card,Standard,0,1,0,0,0,0,0.4365,1335.33,0.1308,0.29,0.3,40.0,1,1
ORD-10055,CUST-4929,2025-09-01,PROD-FOO-409,Footwear,2040.0,Debit Card,Standard,0,1,0,0,0,0,0.1079,3832.0,-0.4676,0.188,0.26,20.0,1,0
ORD-10056,CUST-1407,2025-09-01,PROD-APP-618,Apparel,3580.0,COD,Standard,2,2,0,0,0,0,0.1469,2239.5,0.5986,0.3609,0.3,10.0,1,0
ORD-10057,CUST-2922,2025-09-04,PROD-PER-649,Personal Care,3030.0,COD,Standard,0,1,0,0,0,0,0.1258,2211.81,0.3699,0.046,0.07,15.0,1,0
ORD-10058,CUST-2479,2025-09-04,PROD-FOO-630,Footwear,560.0,Credit Card,Standard,0,2,1,0,0,0,0.3895,622.96,-0.1011,0.306,0.26,50.0,1,0
ORD-10059,CUST-5853,2025-09-03,PROD-FOO-978,Footwear,3430.0,Debit Card,Standard,2,2,0,0,0,0,0.2554,3459.94,-0.0087,0.2585,0.26,40.0,1,0
ORD-10060,CUST-1027,2025-09-02,PROD-FUR-958,Furniture & Home,1750.0,UPI,Standard,0,1,0,0,0,0,0.144,1712.2,0.0221,0.1075,0.12,15.0,1,0
ORD-10061,CUST-3757,2025-09-02,PROD-APP-478,Apparel,3620.0,Credit Card,Express,0,3,0,0,0,0,0.1072,1932.19,0.8735,0.3011,0.3,0.0,1,0
ORD-10062,CUST-2268,2025-09-05,PROD-ELE-585,Electronics,1240.0,Credit Card,Standard,0,1,0,0,0,0,0.3004,1707.81,-0.2739,0.1994,0.16,20.0,1,0
ORD-10063,CUST-3506,2025-09-01,PROD-FUR-413,Furniture & Home,3470.0,Debit Card,Standard,0,2,0,0,0,0,0.1873,2003.33,0.7321,0.0932,0.12,15.0,1,0
ORD-10064,CUST-1922,2025-09-01,PROD-FOO-247,Footwear,3230.0,Netbanking,Standard,0,3,1,0,0,0,0.2332,1761.29,0.8339,0.2684,0.26,10.0,1,0
ORD-10065,CUST-6291,2025-09-01,PROD-FOO-970,Footwear,2640.0,Debit Card,Express,0,1,0,0,0,0,0.1301,1221.58,1.1611,0.2495,0.26,10.0,1,0
ORD-10066,CUST-2372,2025-09-04,PROD-PER-289,Personal Care,12280.0,COD,Standard,0,1,0,0,0,0,0.2667,4889.72,1.5114,0.0499,0.07,10.0,1,0
ORD-10067,CUST-3230,2025-09-01,PROD-PER-873,Personal Care,680.0,Debit Card,Express,0,2,0,0,0,0,0.0807,1505.74,-0.5484,0.1422,0.07,30.0,1,0
ORD-10068,CUST-4641,2025-09-03,PROD-FOO-454,Footwear,1990.0,Credit Card,Same Day,0,2,1,0,0,0,0.0496,1968.13,0.0111,0.1619,0.26,10.0,1,1
ORD-10069,CUST-3810,2025-09-01,PROD-FOO-211,Footwear,1420.0,UPI,Same Day,0,1,0,0,0,0,0.1348,1351.13,0.051,0.2845,0.26,40.0,1,0
ORD-10070,CUST-6303,2025-09-02,PROD-PER-547,Personal Care,1390.0,Credit Card,Standard,0,1,0,0,0,0,0.0422,1839.28,-0.2443,0.0929,0.07,30.0,1,0
ORD-10071,CUST-7034,2025-09-04,PROD-ELE-650,Electronics,2120.0,COD,Standard,0,1,0,0,0,0,0.0269,1400.44,0.5138,0.23,0.16,10.0,1,0
ORD-10072,CUST-1065,2025-09-01,PROD-PER-227,Personal Care,2250.0,Credit Card,Standard,0,1,0,0,0,0,0.2513,2085.61,0.0788,0.0756,0.07,0.0,1,0
ORD-10073,CUST-3444,2025-09-01,PROD-APP-272,Apparel,2170.0,Credit Card,Standard,0,1,0,0,0,0,0.1679,2973.19,-0.2701,0.3313,0.3,0.0,1,0
ORD-10074,CUST-1979,2025-09-01,PROD-APP-868,Apparel,1310.0,Debit Card,Standard,1,1,0,0,0,0,0.4366,1881.84,-0.3039,0.3705,0.3,0.0,1,0
ORD-10075,CUST-1751,2025-09-01,PROD-PER-308,Personal Care,800.0,Credit Card,Standard,0,1,0,0,0,0,0.3332,614.77,0.3013,0.0451,0.07,20.0,1,0
ORD-10076,CUST-6838,2025-09-03,PROD-APP-350,Apparel,4000.0,COD,Standard,0,1,0,0,0,0,0.5832,2267.88,0.7638,0.3316,0.3,15.0,1,0
ORD-10077,CUST-7000,2025-09-04,PROD-FOO-336,Footwear,1470.0,Credit Card,Standard,4,3,1,0,0,0,0.1346,1099.28,0.3372,0.216,0.26,10.0,1,1
ORD-10078,CUST-1911,2025-09-01,PROD-APP-334,Apparel,2380.0,COD,Standard,0,1,0,0,0,0,0.2648,2806.23,-0.1519,0.3119,0.3,40.0,1,0
ORD-10079,CUST-4219,2025-09-01,PROD-ELE-926,Electronics,1170.0,Credit Card,Express,0,3,0,0,0,0,0.5229,1598.31,-0.268,0.2041,0.16,0.0,1,0
ORD-10080,CUST-6713,2025-09-02,PROD-FOO-490,Footwear,6030.0,Credit Card,Standard,0,3,1,0,0,0,0.1629,5874.95,0.0264,0.3082,0.26,40.0,1,0
ORD-10081,CUST-5621,2025-09-01,PROD-FUR-299,Furniture & Home,650.0,UPI,Standard,0,1,0,0,0,0,0.1552,1271.51,-0.4888,0.0877,0.12,20.0,1,0
ORD-10082,CUST-6058,2025-09-05,PROD-PER-653,Personal Care,2440.0,Netbanking,Standard,0,1,0,0,0,0,0.4431,1403.05,0.7391,0.1612,0.07,0.0,1,0
ORD-10083,CUST-6712,2025-09-02,PROD-APP-213,Apparel,1830.0,COD,Standard,4,1,0,0,0,0,0.3107,1576.3,0.1609,0.3358,0.3,10.0,1,0
ORD-10084,CUST-1368,2025-09-04,PROD-ELE-181,Electronics,950.0,UPI,Standard,0,1,0,0,0,0,0.2274,1447.73,-0.3438,0.1,0.16,15.0,1,0
ORD-10085,CUST-2064,2025-09-01,PROD-APP-742,Apparel,7280.0,Debit Card,Express,0,4,1,0,0,0,0.2438,7914.21,-0.0801,0.2723,0.3,30.0,1,1
ORD-10086,CUST-3454,2025-09-02,PROD-ELE-784,Electronics,3870.0,UPI,Standard,0,1,0,0,0,0,0.1216,3693.99,0.0476,0.2612,0.16,0.0,1,0
ORD-10087,CUST-4653,2025-09-04,PROD-APP-590,Apparel,940.0,COD,Standard,0,1,0,0,0,0,0.1761,944.81,-0.0051,0.279,0.3,0.0,1,0
ORD-10088,CUST-6873,2025-09-06,PROD-ELE-294,Electronics,5920.0,Debit Card,Express,0,1,0,0,0,0,0.1307,5266.57,0.1241,0.1323,0.16,0.0,1,0
ORD-10089,CUST-6504,2025-09-01,PROD-APP-146,Apparel,6270.0,Netbanking,Standard,0,2,0,0,0,0,0.284,5976.5,0.0491,0.277,0.3,10.0,1,1
ORD-10090,CUST-2311,2025-09-02,PROD-PER-855,Personal Care,2890.0,UPI,Standard,0,1,0,0,0,0,0.0957,4773.92,-0.3946,0.0255,0.07,0.0,1,0
ORD-10091,CUST-1545,2025-09-03,PROD-ELE-910,Electronics,3630.0,Credit Card,Express,0,1,0,0,0,0,0.1128,3710.32,-0.0216,0.154,0.16,30.0,1,0
ORD-10092,CUST-3499,2025-09-01,PROD-APP-569,Apparel,5110.0,Credit Card,Standard,3,1,0,0,0,0,0.0087,4902.46,0.0423,0.2706,0.3,10.0,1,0
ORD-10093,CUST-5533,2025-09-01,PROD-ELE-441,Electronics,1390.0,Credit Card,Standard,0,1,0,0,0,0,0.2959,1338.88,0.0382,0.1622,0.16,40.0,1,0
ORD-10094,CUST-1331,2025-09-03,PROD-APP-877,Apparel,3980.0,COD,Standard,0,1,0,0,0,0,0.3255,4692.03,-0.1518,0.294,0.3,0.0,1,0
ORD-10095,CUST-7159,2025-09-01,PROD-ELE-395,Electronics,5610.0,COD,Standard,0,1,0,0,0,0,0.3196,3105.07,0.8067,0.1853,0.16,0.0,1,1
ORD-10096,CUST-7706,2025-09-06,PROD-ELE-691,Electronics,14080.0,COD,Express,0,1,0,0,0,0,0.4878,9097.74,0.5476,0.1653,0.16,20.0,1,0
ORD-10097,CUST-3150,2025-09-01,PROD-ELE-789,Electronics,1050.0,Debit Card,Express,0,2,0,0,0,0,0.2923,1585.41,-0.3377,0.1617,0.16,50.0,1,0
ORD-10098,CUST-4999,2025-09-01,PROD-APP-960,Apparel,1490.0,COD,Standard,0,1,0,0,0,0,0.3258,1576.14,-0.0547,0.2615,0.3,0.0,1,0
ORD-10099,CUST-7237,2025-09-03,PROD-FUR-833,Furniture & Home,520.0,Credit Card,Standard,0,1,0,0,0,0,0.0656,836.06,-0.378,0.1932,0.12,10.0,1,0
ORD-10100,CUST-4383,2025-09-02,PROD-FOO-139,Footwear,7390.0,Debit Card,Standard,0,1,0,0,0,0,0.1678,4048.62,0.8253,0.3019,0.26,0.0,1,0
ORD-10101,CUST-3408,2025-09-01,PROD-FOO-274,Footwear,2640.0,UPI,Express,0,1,0,0,0,0,0.1256,2107.84,0.2525,0.237,0.26,20.0,1,0
ORD-10102,CUST-1626,2025-09-03,PROD-APP-941,Apparel,4590.0,Netbanking,Standard,1,1,0,0,0,0,0.2407,2928.78,0.5672,0.2617,0.3,0.0,1,0
ORD-10103,CUST-2562,2025-09-04,PROD-JEW-255,Jewelry,4340.0,Debit Card,Same Day,1,1,0,0,0,0,0.4116,7572.39,-0.4269,0.1406,0.1,15.0,1,1
ORD-10104,CUST-1944,2025-09-01,PROD-APP-992,Apparel,930.0,UPI,Same Day,0,1,0,0,0,0,0.1608,1694.97,-0.4513,0.2827,0.3,30.0,1,0
ORD-10105,CUST-5974,2025-09-05,PROD-FOO-645,Footwear,1000.0,Netbanking,Standard,1,1,0,0,0,0,0.2569,1384.15,-0.2775,0.23,0.26,15.0,1,0
ORD-10106,CUST-7545,2025-09-02,PROD-ELE-136,Electronics,2420.0,Debit Card,Standard,0,1,0,0,0,0,0.3619,1533.09,0.5785,0.1656,0.16,50.0,1,1
ORD-10107,CUST-4238,2025-09-05,PROD-FUR-571,Furniture & Home,840.0,UPI,Express,0,1,0,0,0,0,0.1746,1532.68,-0.4519,0.1112,0.12,15.0,1,0
ORD-10108,CUST-2157,2025-09-01,PROD-ELE-201,Electronics,2850.0,Debit Card,Standard,0,1,0,0,0,0,0.2136,3450.07,-0.1739,0.0879,0.16,10.0,1,0
ORD-10109,CUST-6345,2025-09-01,PROD-FUR-502,Furniture & Home,2160.0,COD,Standard,0,1,0,0,0,0,0.2106,2235.28,-0.0337,0.02,0.12,30.0,1,0
ORD-10110,CUST-1775,2025-09-01,PROD-FUR-371,Furniture & Home,1100.0,UPI,Standard,0,3,0,0,0,0,0.2598,2141.97,-0.4865,0.1412,0.12,10.0,1,0
ORD-10111,CUST-6942,2025-09-06,PROD-FOO-305,Footwear,1460.0,COD,Standard,0,1,0,0,0,0,0.1706,1391.65,0.0491,0.2702,0.26,15.0,1,0
ORD-10112,CUST-1002,2025-09-06,PROD-ELE-263,Electronics,1760.0,Credit Card,Standard,0,2,0,0,0,0,0.3175,830.58,1.119,0.1342,0.16,30.0,1,0
ORD-10113,CUST-1871,2025-09-05,PROD-FUR-742,Furniture & Home,3220.0,Credit Card,Standard,0,1,0,0,0,0,0.1722,4162.41,-0.2264,0.0871,0.12,10.0,1,0
ORD-10114,CUST-5324,2025-09-05,PROD-ELE-236,Electronics,3520.0,UPI,Standard,0,1,0,0,0,0,0.0902,8156.45,-0.5684,0.095,0.16,0.0,1,0
ORD-10115,CUST-1052,2025-09-03,PROD-ELE-450,Electronics,17480.0,UPI,Standard,0,1,0,0,0,0,0.1535,4798.38,2.6429,0.1851,0.16,0.0,1,0
ORD-10116,CUST-7146,2025-09-05,PROD-PER-550,Personal Care,2240.0,Credit Card,Standard,0,2,0,0,0,0,0.0271,2135.48,0.0489,0.122,0.07,15.0,1,0
ORD-10117,CUST-2819,2025-09-01,PROD-FOO-604,Footwear,1970.0,Credit Card,Standard,0,1,0,0,0,0,0.2827,2120.58,-0.071,0.2705,0.26,0.0,1,0
ORD-10118,CUST-2278,2025-09-01,PROD-FUR-724,Furniture & Home,3100.0,UPI,Standard,0,2,0,0,0,0,0.1843,3234.73,-0.0417,0.059,0.12,10.0,1,0
ORD-10119,CUST-3619,2025-09-02,PROD-APP-869,Apparel,7670.0,COD,Standard,0,1,0,0,0,0,0.0399,6253.45,0.2265,0.2626,0.3,15.0,1,0
ORD-10120,CUST-4475,2025-09-01,PROD-APP-347,Apparel,840.0,COD,Express,0,2,0,0,0,0,0.1457,1832.58,-0.5416,0.2634,0.3,15.0,1,0
ORD-10121,CUST-4375,2025-09-06,PROD-ELE-890,Electronics,680.0,COD,Standard,0,1,0,0,0,0,0.0816,980.03,-0.3061,0.1741,0.16,0.0,1,0
ORD-10122,CUST-4134,2025-09-05,PROD-APP-824,Apparel,3690.0,UPI,Standard,0,2,0,0,0,0,0.2297,5751.61,-0.3584,0.2914,0.3,0.0,1,0
ORD-10123,CUST-6418,2025-09-05,PROD-FOO-912,Footwear,399.0,UPI,Standard,0,1,0,0,0,0,0.2757,633.41,-0.3701,0.2601,0.26,20.0,1,0
ORD-10124,CUST-3699,2025-09-01,PROD-APP-221,Apparel,1450.0,UPI,Standard,0,2,0,0,0,0,0.095,2466.84,-0.4122,0.2714,0.3,0.0,1,0
ORD-10125,CUST-6205,2025-09-02,PROD-PER-944,Personal Care,399.0,COD,Express,0,1,0,0,0,0,0.1065,946.97,-0.5787,0.0963,0.07,0.0,1,0
ORD-10126,CUST-7008,2025-09-01,PROD-FUR-560,Furniture & Home,4360.0,COD,Same Day,1,3,0,0,0,0,0.1206,1789.46,1.4365,0.1642,0.12,20.0,1,0
ORD-10127,CUST-2658,2025-09-04,PROD-PER-837,Personal Care,2710.0,COD,Express,0,1,0,0,0,0,0.0517,1949.11,0.3904,0.1167,0.07,0.0,1,0
ORD-10128,CUST-3572,2025-09-01,PROD-FUR-442,Furniture & Home,2460.0,Debit Card,Standard,0,1,0,0,0,0,0.0587,2616.31,-0.0597,0.2159,0.12,10.0,1,0
ORD-10129,CUST-1456,2025-09-05,PROD-FUR-191,Furniture & Home,3910.0,Credit Card,Express,0,1,0,0,0,0,0.0329,5202.41,-0.2484,0.1729,0.12,30.0,1,0
ORD-10130,CUST-5015,2025-09-03,PROD-FUR-567,Furniture & Home,4420.0,Netbanking,Standard,0,1,0,0,0,0,0.1432,3068.39,0.4405,0.1274,0.12,30.0,1,0
ORD-10131,CUST-4632,2025-09-05,PROD-FOO-673,Footwear,7390.0,Credit Card,Standard,0,2,0,0,0,0,0.1399,5894.38,0.2537,0.2591,0.26,0.0,1,0
ORD-10132,CUST-6214,2025-09-01,PROD-APP-695,Apparel,4230.0,Credit Card,Express,3,2,1,0,0,0,0.1241,4402.31,-0.0391,0.2604,0.3,0.0,1,0
ORD-10133,CUST-2702,2025-09-06,PROD-APP-674,Apparel,1010.0,Credit Card,Standard,0,2,0,0,0,0,0.1586,1271.4,-0.2056,0.23,0.3,0.0,1,0
ORD-10134,CUST-5671,2025-09-03,PROD-FOO-917,Footwear,3080.0,COD,Standard,0,2,0,0,0,0,0.192,1938.58,0.5888,0.1865,0.26,10.0,1,1
ORD-10135,CUST-1191,2025-09-05,PROD-FUR-225,Furniture & Home,910.0,UPI,Express,10,1,0,0,0,0,0.2061,1117.14,-0.1854,0.1637,0.12,30.0,1,0
ORD-10136,CUST-3345,2025-09-07,PROD-APP-741,Apparel,2980.0,UPI,Standard,0,1,0,0,0,0,0.0568,4532.25,-0.3425,0.3137,0.3,30.0,1,0
ORD-10137,CUST-2612,2025-09-02,PROD-APP-626,Apparel,2180.0,Debit Card,Same Day,2,1,0,0,0,0,0.453,1210.33,0.8012,0.4306,0.3,10.0,1,0
ORD-10138,CUST-7354,2025-09-01,PROD-PER-828,Personal Care,2190.0,UPI,Standard,0,1,0,0,0,0,0.4986,1568.69,0.3961,0.1564,0.07,20.0,1,0
ORD-10139,CUST-6689,2025-09-05,PROD-FOO-444,Footwear,4120.0,UPI,Standard,0,3,0,0,0,0,0.1683,2855.44,0.4429,0.2043,0.26,50.0,1,0
ORD-10140,CUST-3416,2025-09-03,PROD-APP-854,Apparel,3280.0,COD,Standard,0,2,1,0,0,0,0.1372,2509.43,0.3071,0.2261,0.3,20.0,1,0
ORD-10141,CUST-1750,2025-09-04,PROD-APP-417,Apparel,1660.0,Credit Card,Standard,0,3,0,0,0,0,0.1748,1987.22,-0.1647,0.259,0.3,0.0,1,0
ORD-10142,CUST-4939,2025-09-02,PROD-APP-909,Apparel,1990.0,Debit Card,Standard,0,2,0,0,0,0,0.1765,2439.11,-0.1841,0.3051,0.3,0.0,1,0
ORD-10143,CUST-5692,2025-09-01,PROD-ELE-325,Electronics,9420.0,UPI,Express,0,1,0,0,0,0,0.3332,6951.3,0.3551,0.1003,0.16,30.0,1,0
ORD-10144,CUST-1757,2025-09-02,PROD-PER-172,Personal Care,4700.0,COD,Standard,0,1,0,0,0,0,0.3353,3715.24,0.2651,0.076,0.07,30.0,1,0
ORD-10145,CUST-1554,2025-09-07,PROD-APP-980,Apparel,2920.0,COD,Express,0,1,0,0,0,0,0.0881,2030.51,0.4381,0.2721,0.3,30.0,1,0
ORD-10146,CUST-3847,2025-09-01,PROD-APP-383,Apparel,3700.0,UPI,Standard,0,1,0,0,0,0,0.2114,6189.81,-0.4022,0.2624,0.3,40.0,1,0
